Programa/Finalidade;Fundo de Financiamento ao Estudante de Ensino Superior - FIES;Fundo de Compensação das Variações Salariais - FCVS;Programa de Financiamento às Exportações - PROEX;Programa de Estímulo à Reestruturação e ao Fortalecimento das Instituições de Ensino Superior - PROIES;Concessão de Crédito - CAIXA ;Concessão de Crédito - Banco da Amazônia S/A - BASA;Concessão de Credito - BB ;Concessão de Credito - BNDES ;Concessão de Crédito - BNB ;Concessão de Crédito - Conta de Desenvolvimento Energético - CDE;Subscrição de ações da Petróleo Brasileiro S.A. - PETROBRÁS;Assunção de Dívida do ex- Território de Roraima - Credor CAIXA;Dívida Agrícola - Equalização Equivalência-Produto - Credor Banco do Brasil;Fundo Soberando do Brasil - FSB;Cobertura de Resultado Negativo do Banco Central;Carteira de Títulos do Banco Central;Outras Emissões Diretas;Assunção de Dívida da extinta RFFSA - Credora REFER;Emissão para o Fundo ID-ETF IMA-B;Programa de Reforma Agrária
Instrumento Legal;Lei nº 10.260/01;Lei nº 10.150/00;Lei nº 10.184/01;Lei nº 12.688/12 ;Legislacões  Especificas;Lei nº 12712/12;Legislacoes  Especificas;Legislações  Especificas;Lei nº 12.249/10;Lei nº 12.865/13;Lei nº 12.276/10;art. 14 do ADCT de 05/10/1988;Lei nº 9.138/95;Lei nº 11.887/08;Lei nº 11.803/08;Lei nº 10.179/01;Legislações  Especificas;Lei nº 11.483; de 31.05.2007;Lei nº 10.179/01;Decreto nº 578/92 e Lei nº 8.629/93
Títulos Emitidos;CFT-E;CVS;NTN-I;CFT-B;LTN/NTN-B;LTN;LTN/NTN-F;LTN/LFT/NTN-F/NTN-B;NTN-B;LTN/NTN-F;LFT;LTN/NTN-F/NTN-B;NTN-F/NTN-B;LTN/LFT/NTN-F/NTN-B;LTN/LFT/NTN-F/NTN-B; LTN/LFT /NTN-B;DIVERSOS;;NTN-B;TDA
abr/13;549.264,71;9.629,32;91.130,48;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;2.396,28
mai/13;428.150,35;6.582,19;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.999.999,22;   -     ;   -     ;30.109,18
jun/13;50.834,20;   -     ;32.802,67;   -     ;7.999.999,00;   -     ;   -     ;14.999.999,00;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;15.327,63
jul/13;215.738,10;   -     ;60.684,99;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;517.999,33;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;59.518,33
ago/13;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.449.998,51;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;10.977,47
set/13;389.556,82;   -     ;32.403,31;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;2.049.999,92;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.176,62
out/13;473.657,59;   -     ;92.995,61;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;2.349.999,99;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;16.984,72
nov/13;240.961,31;   -     ;28.235,59;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;59.701,84
dez/13;127.875,96;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;24.000.000,00;   -     ;1.499.999,12;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;807.210,20;   -     ;   -     ;27.081,49
jan/14;317.011,96;   -     ;122.559,28;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;11.003.330,92;   -     ;   -     ;   -     ;   -     ; -   
fev/14;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;19.990,36;   -     ;   -     ;34.067,39
mar/14;272.909,90;   -     ;33.262,35;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;409,09
abr/14;300.107,87;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;131.890,50
mai/14;952.421,38;   -     ;157.951,44;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;129.549,00;   -     ;   -     ;5.317,87
jun/14;329.698,25;   -     ;42.077,79;   -     ;   -     ;   -     ;   -     ;29.999.999,43;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;666,98
jul/14;193.468,93;   -     ;126.410,96;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
ago/14;   -     ;   -     ;53.146,43;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;47.402,12
set/14;270.902,14;   -     ;31.308,58;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;177.910,98
out/14;877.989,34;   -     ;57.239,15;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;155;   -     ;   -     ;144.203,74
nov/14;250.450,05;   -     ;73.411,05;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;19.999.999,99;   -     ;   -     ;   -     ;   -     ;58.046,88
dez/14;247.667,87;   -     ;122.540,44;   -     ;   -     ;999.999,44;   -     ;29.999.999,93;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;33.572.530,58;   -     ;   -     ;   -     ;   -     ;9.731,13
jan/15;84.048,35;   -     ;45.757,83;2.158,09;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;5.928,49
fev/15;   -     ;   -     ;57.867,49;2.411,84;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;701,34
mar/15;376.264,46;   -     ;49.231,43;3.105,66;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;24.999.999,82;   -     ;   -     ;   -     ;27.662,69
abr/15;407.870,51;   -     ;84.402,17;3.135,17;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;30,26;   -     ;   -     ;16.821,30
mai/15;12.424,71;   -     ;52.130,34;3.164,04;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;60.054,06
jun/15;902.579,84;   -     ;37.848,09;5.433,98;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;7.170,75
jul/15;1.441.225,75;   -     ;47.986,73;5.579,39;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;36.629,24
ago/15;   -     ;   -     ;110.047,61;5.558,93;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.349,71;   -     ;   -     ;34.614,91
set/15;   -     ;   -     ;28.361,50;5.611,67;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;50.000.000,00;   -     ;   -     ;   -     ;19.448,96
out/15;1.017.957,77;2.488.022,98;25.331,87;5.744,72;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;113,47;   -     ;   -     ;46.195,01
nov/15;137.412,20;1.708.496,03;123.309,01;5.798,82;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;9.624,62
dez/15;14.005,00;   -     ;89.759,01;5.895,40;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.520.299,95;1.506.232,99;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;496,43
jan/16;438.785,63;   -     ;59.525,08;6.104,05;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;39.999.999,98;   -     ;   -     ;   -     ;5.062,45
fev/16;   -     ;   -     ;55.012,81;6.160,05;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;151,53;   -     ;   -     ;312,32
mar/16;   -     ;   -     ;72.807,61;10.822,50;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;2.724,70
abr/16;985.716,98;   -     ;48.436,60;7.079,89;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;20.727,88
mai/16;1.341.280,88;   -     ;55.680,12;20.849,60;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;54.881,09
jun/16;847.686,26;4.060.683,60;54.540,52;9.733,82;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;370,02
jul/16;150.121,23;;40.060,06;9.028,92;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;38.472,04
ago/16;   -     ;   -     ;  -    ;9.110,28;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;7.953,30
set/16;   -     ;   -     ;122.017,10;11.167,37;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
out/16;61.728,76;;37.895,10;9.432,83;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.729,98;   -     ;   -     ;50.172,23
nov/16;;203.480,97;38.032,96;7.173,42;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;253,91
dez/16;2.257.086,19;30.338,92;35.359,41;96.621,91;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;94.999.999,95;   -     ;   -     ;   -     ;   -     ;103.132,32
jan/17;1.214.754,12;   -     ;44.232,20;10.012,15;;;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;119.111.333,04;   -     ;   -     ;   -     ;   -     ; -   
fev/17;   -     ;   -     ;46.497,83;31.355,29;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
mar/17;   -     ;948.183,24;56.192,20;10.148,55;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
abr/17;   -     ;   -     ;18.479,73;11.797,05;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
mai/17;   -     ;   -     ;66.442,43;10.802,37;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
jun/17;635.462,47;;26.099,19;23.909,00;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;10.203,48
jul/17;   -     ;   -     ;82.955,15;13.048,38;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;19.726,67
ago/17;   -     ;   -     ;41.262,54;45.167,77;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;12.044,63
set/17;   -     ;   -     ;49.138,95;15.644,17;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.511,88
out/17;425.508,00;   -     ;51.535,34;16.286,77;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;3.871,05
nov/17;132.011,66;   -     ;66.375,13;33.652,95;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;3.408.426,53;   -     ;7.237,27
dez/17;4.803.541,95;   -     ;31.359,33;16.300,05;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;37.065,34
jan/18;   -     ;   -     ;49.684,92;16.022,56;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;78.307.394,05;   -     ;   -     ;   -     ;   -     ;51,59
fev/18;   -     ;   -     ;66.095,43;16.504,51;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
mar/18;   -     ;   -     ;57.679,60;20.470,32;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;3.728,92
abr/18;   -     ;   -     ;58.295,30;15.576,45;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;8.190,06
mai/18;   -     ;433.578,24;54.265,20;20.861,99;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.073,80
jun/18;83.269,82;;67.037,37;23.963,47;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;146.902,48;   -     ;   -     ; -   
jul/18;31.078,56;635.780,43;35.730,63;56.818,49;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;3.760,76
ago/18;25.408,60;;78.458,75;40.988,44;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;9.506,73
set/18;   -     ;3.382,31;83.262,91;25.307,09;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;13.472,82
out/18;   -     ;528.135,00;59.486,55;25.445,17;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;3.208,08
nov/18;   -     ;   -     ;45.686,48;24.199,80;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;9.260,63
dez/18;114.109,36;   -     ;176.094,31;27.432,73;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;22,61
jan/19;71.793,52;   -     ;19.887,15;24.084,29;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;33.693.804,19;   -     ;   -     ;   -     ;   -     ; -   
fev/19;   -     ;   -     ;5.017,95;24.927,37;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
mar/19;   -     ;   -     ;5.592,36;27.187,10;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
abr/19;   -     ;   -     ;6.812,07;24.821,16;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.585,16
mai/19;449.476,51;   -     ;17.425,99;24.641,92;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;13.979,39;   -     ;1.997.977,27;1.490,52
jun/19;331.431,96;   -     ;29.411,60;7.655,46;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;1.023,30
jul/19;177.289,84;   -     ;18.946,87;8.535,71;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;5.369,12
ago/19;   -     ;1.582.043,92;29.048,09;8.559,61;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;0
set/19;   -     ;   -     ;34.612,67;8.641,93;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;919,28
out/19;60.829,01;   -     ;19.757,08;8.732,21;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;48,72
nov/19;195.175,20;   -     ;18.607,51;8.879,59;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
dez/19;649.999,99;   -     ;22.637,13;9.320,38;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;15.245,12
jan/20;   -     ;340.881,51;17.546,49;9.413,32;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;28.733.601,84;   -     ;   -     ;   -     ;   -     ; -   
fev/20;   -     ;   -     ;22.707,39;9.369,50;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;14.246,05
mar/20;   -     ;481.877,43;23.931,46;9.390,75;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
abr/20;   -     ;57.360,47;15.259,00;9.401,37;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
mai/20;   -     ;   -     ;22.083,31;9.417,30;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
jun/20;   -     ;115.030,93;21.835,64;10.705,16;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
jul/20;   -     ;8.662,28;20.886,42;11.104,79;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ; -   
ago/20;   -     ;4.816,71;12.077,41;11.043,72;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;34,6
set/20;   -     ;   -     ;18.714,06;10.869,79;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;0
out/20;47.263,43;1.191.644,68;10.008,32;11.057,00;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;
nov/20;121.976,77;26.148,25;20.565,83;11.147,28;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;5.694,39
dez/20;241.870,89;396.940,21;65.611,51;12.704,66;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;322,32
jan/21;   -     ;9.438,96;107.802,97;11.594,71;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     
fev/21;94.211,01;1.036.195,59;38.120,43;11.476,55;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     
mar/21;   -     ;4.860,84;20.568,34;11.475,22;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     
abr/21;   -     ;   -     ;37.485,83;11.562,85;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     
mai/21;-;22.671,93;36.830,86;11.203,04;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     ;   -     
jun/21;-;-;41787,46;11850,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jul/21;47.183,95;478.325,23;35.695,49;11.982,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ago/21;21.770,16;127.059,99;32.561,26;11.775,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
set/21;-;1.451.241,25;41.089,27;11.760,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
out/21;-;1.455,30;67.331,43;11.351,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
nov/21;-;4.551.966,36;65.626,30;12.186,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
dez/21;157.503,14;-;17.255,78;12.239,97;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jan/22;-;2.009.226,33;31.295,43;9.324,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
fev/22;-;-;21.647,68;9.369,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;341,46
mar/22;-;36.445,43;16.778,95;9.455,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
abr/22;-;32.566,71;18.628,26;9.523,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
mai/22;63.823,55;75.354,72;16.754,07;9.575,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jun/22;70.907,31;396.803,99;21.189,64;11.004,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jul/22;47.755,09;1.016.279,47;30.147,63;11.079,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ago/22;-;2.017.218,22;36.277,64;11.120,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
set/22;-;77.309,43;21.989,00;11.215,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
out/22;-;427.455,13;33.828,23;11.149,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
nov/22;-;1.474.699,36;54.377,98;11.175,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
dez/22;21.871,62;634.044,14;45.816,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jan/23;11.116,89;517.540,58;33.210,11;11.333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
fev/23;-;7.630,46;23.513,09;15.952,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
mar/23;-;5.212.775,70;29.162,58;11.394,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
abr/23;-;406.076,26;27.319,05;11.568,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
mai/23;-;37.463,91;34.845,40;11.601,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jun/23;-;517.337,83;47.568,32;13.089,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
jul/23;-;639.895,88;27.865,91;12.990,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ago/23;-;1.309.285,14;66.610,57;12.773,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
set/23;-;3.515,24;42.168,81;12303,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
out/23;-;3.314.831,06;44.108,32;12.402,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
